1	0
0	0
1	0
0	0
0	0
0	0
0	0
1	0
1	0
2	0
0	0
2	0
8	0
10	1
9	0
7	0
5	1
14	0
11	1
22	0
19	0
30	2
27	1
55	1
50	1
58	3
57	0
73	2
71	1
68	10
40	2
49	4
70	26
122	9
107	6
130	10
64	12
91	4
99	12
74	13
97	24
116	31
102	26
125	14
136	12
259	20
281	32
121	33
170	13
191	23
163	43
237	24
122	39
190	30
139	51
168	56
55	102
132	83
69	150
102	56
146	99
160	173
174	182
150	215
166	185
189	179
140	162
163	145
199	137
153	93
218	257
137	180
94	140
95	179
45	90
89	87
129	173
82	98
71	143
110	197
78	182
121	97
74	261
27	95
99	41
45	107
24	97
42	217
71	76
69	141
27	58
26	434
33	517
56	456
81	329
68	73
80	47
73	47
78	44
135	85
71	72
29	18
81	35
74	78
101	69
92	63
46	109
66	56
77	48
539	76
212	106
138	61
195	82
172	41
563	61
431	61
295	156
244	67
175	17
238	93
243	87
103	106
333	94
319	70
534	169
393	396
164	448
228	466
164	677
308	131
249	380
214	238
203	218
191	651
161	508
165	379
283	144
181	395
289	260
221	301
326	211
180	257
220	247
302	236
570	228
811	182
633	156
609	115
500	513
826	59
1046	186
1063	347
693	302
522	475
659	533
1021	661
1283	365
1144	559
1018	995
1345	642
1230	1157
826	1177
1132	861
1499	292
1241	1010
1306	957
1776	922
1472	778
1069	597
1245	1061
1510	574
1325	1230
1609	1393
1565	841
1537	1303
903	1135
1276	815
1336	2293
1221	1315
1404	1148
1567	1569
1343	1737
1191	1240
1191	1327
1672	1435
1402	866
1750	1260
1555	1446
2234	1345
1386	822
1941	1625
2157	2484
1889	2127
2430	2344
2238	1673
2251	1661
1517	1442
2121	2077
1692	1921
2488	1962
